created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 01 17:55:31 +0000 2023;1,69767E+18;@unnesmenfess 🙌🙌;0;0;0;0;qme;1,55537E+18;1,69764E+18;Amarpal_rent;https://twitter.com/Amarpal_rent/status/1697669527826469003
Fri Sep 01 17:54:18 +0000 2023;1,69767E+18;Bersyukur banget ketemu kos yang worth it dan nyaman, bahkan temen-temen kosnya pun juga asik. Ibu kos nyaa baik banget banget banget dan serba gercep. Ini kos rekomen banget buat kalian yang cari kos di unnes, sayangnya udh penuh sih wkwkwkwk;0;0;0;0;in;1,52284E+18;1,69767E+18;anonymo58251178;https://twitter.com/anonymo58251178/status/1697669223957532820
Fri Sep 01 17:46:34 +0000 2023;1,69767E+18;-ness halo, ada kh yg mw mam ini? gratisss kok drpd ga ku makan2 tp ambil di kost ku yaa. boleh reply aja ehehe smg bs bermanfaat. timakaci https://t.co/32ccP5N3ea;0;25;0;3;in;1,18728E+18;1,69767E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697667277045571759
Fri Sep 01 17:31:37 +0000 2023;1,69766E+18;#NAME?;0;6;0;0;in;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697663515102941195
Fri Sep 01 17:28:18 +0000 2023;1,69766E+18;@convomf Makanya ini di unnes ke pusat kota kata orang jauh padahal cuma 15 menit;0;1;0;0;in;452852698;1,69748E+18;lolbangetkamu;https://twitter.com/lolbangetkamu/status/1697662678456750112
Fri Sep 01 17:25:49 +0000 2023;1,69766E+18;@rhnhard sabar nggih unnes 😢;0;1;0;0;in;1,26746E+18;1,69765E+18;Usslessyoungstr;https://twitter.com/Usslessyoungstr/status/1697662055468146831
Fri Sep 01 17:13:11 +0000 2023;1,69766E+18;tw // selfharm , cutting , barcode   -ness kalo kita gak sengaja lihat bekas luka selfharm di tangan seseorang (temen misalnya, pokoknya bukan orang asing) yang harus dilakuin apa ya? aku khawatir, tapi bingung harus gimana;6;30;1;64;in;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697658873870684249
Fri Sep 01 17:02:27 +0000 2023;1,69766E+18;-ness burjo yang mie dok doknya under 15k dimana ya? sama sekalian jastipnya dong kalau masih ada;0;4;0;1;in;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697656174638928235
Fri Sep 01 17:02:07 +0000 2023;1,69766E+18;@icegreenteaa_ @lhchcn Klo di unnes malah nunggu ditunjuk dulu ya;0;1;0;0;in;452852698;1,69756E+18;lolbangetkamu;https://twitter.com/lolbangetkamu/status/1697656092350984530
Fri Sep 01 16:59:39 +0000 2023;1,69766E+18;-jualaness skuyy yg mau bisa rep yahhh https://t.co/EeNNQBM3tR;0;3;0;1;in;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697655470088131051
Fri Sep 01 16:58:41 +0000 2023;1,69766E+18;-jualaness  Nivea Firm &amp  smooth 25k Sunscreen Moisturiser spf 35 pa++ 29k  Semua new dari official store.  Minat dm, tentunya dianter sampe kos🙌 https://t.co/pjVuPxDHfn;0;0;0;4;en;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697655226713645179
Fri Sep 01 16:58:39 +0000 2023;1,69766E+18;-jualaness ada yang minat sandal limitless ga? uk 37 fit 38, dijual krena kegedean:( 60k aja dari harga 89k new ya https://t.co/ePTOzo6NYI;0;0;0;0;in;1,18728E+18;1,69766E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697655218585079867
Fri Sep 01 16:57:13 +0000 2023;1,69765E+18;-jualaness preloved minat reply nanti aku dm https://t.co/VbgoZsC6dV;0;4;0;3;tl;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697654855337382068
Fri Sep 01 16:55:14 +0000 2023;1,69765E+18;-jualaness aku pe el buku2 ini yaa, yg mau rep ajaa https://t.co/tItbJBOgxY;0;1;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697654356261401045
Fri Sep 01 16:55:10 +0000 2023;1,69765E+18;#NAME?;0;3;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697654342885707776
Fri Sep 01 16:54:08 +0000 2023;1,69765E+18;-jualaness (TITIPAN)  Tau gak nderrr di UNNES ada burjo mamang 3 yg trusted by aktor Adipura Prabahaswara lokasinya ada di gg pete https://t.co/f0vooR57dd;0;1;0;7;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697654083157627273
Fri Sep 01 16:53:46 +0000 2023;1,69765E+18;-jualaness per pc an nct yuu ni siapa tauu ada yg maw menjemput wl boleh langsung komen ajaa, ntar ni dapet freebies jugaa yap😻💖 https://t.co/nmfHsNxedP;0;2;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653987976286293
Fri Sep 01 16:53:18 +0000 2023;1,69765E+18;-jualaness jual cepat murah meriah harga nett https://t.co/GT3pArcPNr;0;10;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653871290749021
Fri Sep 01 16:52:52 +0000 2023;1,69765E+18;-jualaness preloved minat reply nanti aku dm https://t.co/snOgRJzOHK;0;7;0;2;tl;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653762805141679
Fri Sep 01 16:52:51 +0000 2023;1,69765E+18;#NAME?;1;1;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653758304686191
Fri Sep 01 16:52:45 +0000 2023;1,69765E+18;-jualaness barangkali ada yang butuh serum/bedak/mw sea makeup.. yuk dibeli harga masih murce😍 https://t.co/OkM9dSzoKi;0;2;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653734032208260
Fri Sep 01 16:50:13 +0000 2023;1,69765E+18;-ness sendernya muncul dong, yg rep banyak niii;0;0;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697653094933536953
Fri Sep 01 16:47:21 +0000 2023;1,69765E+18;-jualaness NEW! Jeans Hitam ukuran M. baru beli,dijual karna salah ukuran🥲 85 nego tipiss bisa antar langsung sampai kos👍🏻 https://t.co/pEtzVgRj3W;0;0;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697652375144800672
Fri Sep 01 16:45:36 +0000 2023;1,69765E+18;-jualaness 10k aja tas kaya pouch kecil talinya bisa dipendekin bisa di panjangin https://t.co/SgIZNE0cBn;0;2;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697651933228802196
Fri Sep 01 16:44:33 +0000 2023;1,69765E+18;-jualaness minat reply nanti aku dm https://t.co/skxeI0R1U4;0;0;0;0;tl;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697651667955831235
Fri Sep 01 16:43:21 +0000 2023;1,69765E+18;"@bblueberries11 @unnesmenfess Kl di aku tarif nya 75k all in dari skitaran Unnes - airport A Yani ,sebaliknya airport A Yani - Unnes 80k tapi g mesti banyak ready nya kl yg jemput di Unnes krn domisili di Pedurungan jd itungan BBM &amp  sikonnya:), kl yg dari kota/bandara ke Unnes banyak ready nya:)""";0;0;0;0;in;1,597E+18;1,69765E+18;Ariawan87degree;https://twitter.com/Ariawan87degree/status/1697651369556181216
Fri Sep 01 16:42:13 +0000 2023;1,69765E+18;-jualaness prelove crewneck knitwear 100k, nego tipis https://t.co/mMcmlz0D7W;0;1;0;0;tl;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697651082837815662
Fri Sep 01 16:42:03 +0000 2023;1,69765E+18;#NAME?;0;4;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697651039053427037
Fri Sep 01 16:40:13 +0000 2023;1,69765E+18;@unnesmenfess Topi massii nder?;0;0;0;0;et;1,48774E+18;1,69764E+18;jooojyyaaaa;https://twitter.com/jooojyyaaaa/status/1697650579676492216
Fri Sep 01 16:40:08 +0000 2023;1,69765E+18;-jualaness yuk guys ditawar aja brp soalnya udah ga kepake jg, ini uk 39 yaa, yg mau bisa rep nanti aku dm detailnya https://t.co/mKFAhw6gYQ;0;0;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697650558952497551
Fri Sep 01 16:39:38 +0000 2023;1,69765E+18;@yourmineeee3 @unnesmenfess Ya kayaknya gak terlalu hafal nama jln padahal former Unnes:(, yg deket gg mangga &amp  Pete raya;0;0;0;0;in;1,597E+18;1,69765E+18;Ariawan87degree;https://twitter.com/Ariawan87degree/status/1697650431898632697
Fri Sep 01 16:36:09 +0000 2023;1,69765E+18;@undipmenfess Unnes aja tempat gymnya 2, satu di gedung kewirausahaan satunya di fakultas olahraga😌;0;0;0;0;in;1,45069E+18;1,69765E+18;tmmrvlrddl;https://twitter.com/tmmrvlrddl/status/1697649556744548514
Fri Sep 01 16:34:53 +0000 2023;1,69765E+18;#NAME?;0;3;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697649236240982016
Fri Sep 01 16:34:49 +0000 2023;1,69765E+18;-ness ini sendernya mana ya, aku mau liat jeans kulotnya 😔;0;0;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697649221086880254
Fri Sep 01 16:34:08 +0000 2023;1,69765E+18;Open PO Strawberry 6k/mika kecil🍓 ready hari senin tgl 4, close po besok yaa. yang mau rep nanti sender dm🙌 -jualaness https://t.co/XsVposjltz;0;44;0;9;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697649048097079306
Fri Sep 01 16:33:48 +0000 2023;1,69765E+18;@unnesmenfess Mauu kak;0;1;0;0;in;1,13146E+18;1,69761E+18;aaaa7___;https://twitter.com/aaaa7___/status/1697648965947445726
Fri Sep 01 16:32:23 +0000 2023;1,69765E+18;-jualaness preloved flatshoes masih new ya 100k aja minat reply nanti aku dm https://t.co/QHIH2FpP04;0;0;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697648607699382514
Fri Sep 01 16:31:03 +0000 2023;1,69765E+18;#NAME?;0;2;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697648271949439158
Fri Sep 01 16:30:34 +0000 2023;1,69765E+18;dari beras tapi tiwul😭😭😭😭;0;0;0;0;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697648150033666164
Fri Sep 01 16:30:34 +0000 2023;1,69765E+18;-ness ada ada saja dunia per-nasgoran di unnes😢 minggu lalu aku beli nasgor di tempat A harganya 10rb, tapi pas beli lagi dua hari berikutnya tuh harganya jadi 18rb. Teruss, hari ini aku beli 2 nasi goreng. Eh pas mau dimakan, yang satunya itu ternyata bukan nasi  (cont..);0;3;0;3;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697648148691464193
Fri Sep 01 16:28:32 +0000 2023;1,69765E+18;-jualaness preloved rak puter skincare ato makeup kaya di pict. harus di rangkai ulang krn abis dibersihin, kalo mau minta di rakitin sekalian boleh bgt. bisaa anter sampe depan kos, harga ada di pict yaa🥰✨ https://t.co/cVYZkaGsBn;0;4;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697647640551600419
Fri Sep 01 16:26:50 +0000 2023;1,69765E+18;-ness ada  titipan nih..bisa dibaca pelan-pelan ya. https://t.co/KhUvcsknOU;0;3;0;8;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697647209960128583
Fri Sep 01 16:26:40 +0000 2023;1,69765E+18;-jualaness minat reply nanti aku dm https://t.co/1J3nDbXzwL;0;1;0;0;tl;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697647169812242453
Fri Sep 01 16:26:20 +0000 2023;1,69765E+18;-jualaness aku jual tas ini, buat minusnya bisa cek pictnya yaa 💸25k ajaa bisa ambil di kos ya https://t.co/DUuT9vAG9t;0;5;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697647084458160462
Fri Sep 01 16:21:54 +0000 2023;1,69765E+18;-ness info anjem nihh yg butuh langsung wa aja di nomor tertera https://t.co/SqPSjt4RRB;0;0;0;1;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697645969691820393
Fri Sep 01 16:20:32 +0000 2023;1,69765E+18;@unnesmenfess Sumpah sekitar unnes tuh butuh trotoar yg bgus yg harus nyambung berkesinambungan gitu anjir ya pokoknya gitu lah;0;2;0;20;in;3254241649;1,69763E+18;cimolkoreya;https://twitter.com/cimolkoreya/status/1697645625393971636
Fri Sep 01 16:18:29 +0000 2023;1,69765E+18;#NAME?;15;46;0;33;in;1,18728E+18;1,69765E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697645110345998797
Fri Sep 01 16:17:31 +0000 2023;1,69764E+18;-jualaness Atasan crop top warna black Uk allsize 50k aja. Ini baru ya guys https://t.co/CyQRtTMRHA;0;1;1;1;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697644865654542375
Fri Sep 01 16:17:31 +0000 2023;1,69764E+18;Gegara salah beli sikat gigi, mulut sender jadi sariawan 3 biji njir 😭 -ness;0;1;0;0;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697644865608364336
Fri Sep 01 16:15:19 +0000 2023;1,69764E+18;-ness mau cari temen yang mau ke pleburan besok naik brt dongg, gaberani sendirian;0;6;0;2;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697644312853709067
Fri Sep 01 16:14:36 +0000 2023;1,69764E+18;-ness tugasmu menumpuk? siniiii deeehhhh biar sender bantuin. bisa chat nomor di pamflet yaaa 🤩🤩 https://t.co/IFTIIYkP9H;0;0;0;2;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697644132364382324
Fri Sep 01 16:13:56 +0000 2023;1,69764E+18;ini mfs unnes gamau fb gue???? gue jg mau menebar pamflet jualan😋;0;0;0;0;in;1,55878E+18;1,69764E+18;hanversec;https://twitter.com/hanversec/status/1697643964801929662
Fri Sep 01 16:12:44 +0000 2023;1,69764E+18;-ness ada yg preloved case ip 11 ga?;0;5;0;0;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697643661713170493
Fri Sep 01 16:11:57 +0000 2023;1,69764E+18;-jualaness ada yang mau ga 35k ajaa, soalnya kekecilan ukuran 38! nego tipis ya, minat? nanti ku dm. thank you! https://t.co/MJP8zezpWZ;0;6;0;2;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697643467063923014
Fri Sep 01 16:11:35 +0000 2023;1,69764E+18;-jualaness Jika cocok dengan harga kami silahkan order ya Kaka-Kaka, nantikan promo menarik di Bulan Agustus. 2.200++ customer OJLINE, Pelayanan 5600++ orderan sudah terlaksana bisa cek di sosial media kami atau tanya tanya via cp kami ✨ https://t.co/qeMbboWKIv;0;0;1;1;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697643373782606136
Fri Sep 01 16:09:51 +0000 2023;1,69764E+18;-dearness buat kak s anak sistem informasi, semangat terus ya, kak! maaf tadi aku ngeliat tapi ga nyap;1;0;0;2;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642937298116800
Fri Sep 01 16:07:11 +0000 2023;1,69764E+18;-ness ada yg tau ga toko kado di semarang yg buka ampe jam 12 gitu apa toko pakaian,komen dong urgent;0;0;0;0;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642264833691826
Fri Sep 01 16:06:48 +0000 2023;1,69764E+18;-ness kalo ada award UKM paling problematik inilah pemenangnya https://t.co/AnvBkkO0Yy;0;0;0;12;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642171409777049
Fri Sep 01 16:06:32 +0000 2023;1,69764E+18;-ness burjo yg alone friendly buat bengong dmn yh😀🙏;0;1;0;2;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642104334487791
Fri Sep 01 16:06:25 +0000 2023;1,69764E+18;-jualaness Holaaa!! Yuu di keep, langsung komen, nanti ku DM arigatou xiexie🙌 https://t.co/1Du60l3ZHi;0;8;0;1;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642071329574913
Fri Sep 01 16:06:15 +0000 2023;1,69764E+18;adada aja -ness smt 9 putus cinta pula;0;7;0;1;in;1,18728E+18;1,69764E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697642032557379926
