"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1938239341245173877","Thu Jun 26 14:14:04 +0000 2025","8","Anak feb Unnes ayo temenan plss temenin akuu https://t.co/IudXscgvlA","1938239341245173877","https://pbs.twimg.com/media/GuYCZ85bEAAkoJA.jpg","","in","","0","11","1","https://x.com/undefined/status/1938239341245173877","1818623416578326531",
"1938184191524659545","Thu Jun 26 10:34:55 +0000 2025","10","oe unnes balikin 300rb gw https://t.co/bypJoRGUJC","1938184191524659545","https://pbs.twimg.com/media/GuXQQDObUAAjk-4.jpg","","in","","0","1","0","https://x.com/undefined/status/1938184191524659545","1690349240130936832",
"1938244061355511829","Thu Jun 26 14:32:49 +0000 2025","20","Aku tau Allah pasti nyiapin sesuatu yang besar unnes awas nyesel aku ditampung sama unsoed ternyata https://t.co/HXaX2xqhjS","1938244061355511829","https://pbs.twimg.com/media/GuYGspUaQAA-RsE.jpg","","in","","0","20","0","https://x.com/undefined/status/1938244061355511829","1387369622568017923",
"1938236522945564958","Thu Jun 26 14:02:52 +0000 2025","9","aku diterima unnes!!! ya allah makasih unnes walaupun harus nunggu dari jam 3 sore️️️ https://t.co/Y0Hf7pkGWZ","1938236522945564958","https://pbs.twimg.com/media/GuX_15ea8AA32db.jpg","","in","","2","7","0","https://x.com/undefined/status/1938236522945564958","1780824847242919936",
"1938192825684004949","Thu Jun 26 11:09:14 +0000 2025","12","info yg lolos sm unnes skor utbk https://t.co/92FbwOLGLE","1938192825684004949","https://pbs.twimg.com/media/GuXYGnsbMAAKKzy.jpg","","in","","1","33","0","https://x.com/undefined/status/1938192825684004949","1663172423569772545",
"1938227359246913784","Thu Jun 26 13:26:27 +0000 2025","8","PLSS WEB UNNES KAPAN BENERNYA INIIIII https://t.co/BZcVJbvOkG","1938227359246913784","https://pbs.twimg.com/media/GuX3gtabEAUqLeQ.jpg","","in","","0","1","0","https://x.com/undefined/status/1938227359246913784","1429313401352687618",
"1938235766582481298","Thu Jun 26 13:59:52 +0000 2025","6","Thanks unnes https://t.co/MiikJCwzml","1938235766582481298","https://pbs.twimg.com/media/GuX_J5-bsAADtx6.jpg","","en","","0","5","0","https://x.com/undefined/status/1938235766582481298","4456334594",
"1938187865051336727","Thu Jun 26 10:49:31 +0000 2025","4","Alhamdulillah assalamualaikum unnes https://t.co/gRQV5LqqvC","1938187865051336727","https://pbs.twimg.com/media/GuXTlrTa8AANTHX.jpg","","in","","0","4","0","https://x.com/undefined/status/1938187865051336727","1856139925105848321",
"1938211706968412553","Thu Jun 26 12:24:15 +0000 2025","13","dan yap panggil aku sigagal unnes mandang ipi ges trnyta https://t.co/3rxTdwXAp5","1938211706968412553","https://pbs.twimg.com/media/GuXpRVgbEAIP6fr.jpg","","in","","1","8","1","https://x.com/undefined/status/1938211706968412553","1518117395977568256",
"1938353185288294767","Thu Jun 26 21:46:26 +0000 2025","0","cihuyyy (Alhamdulillah) tapi maff yh Unnes https://t.co/021Quyva8I","1938353185288294767","https://pbs.twimg.com/media/GuZp8zWaEAAjT1r.jpg","","in","","0","4","0","https://x.com/undefined/status/1938353185288294767","1779428483862876160",
"1938243345752723587","Thu Jun 26 14:29:59 +0000 2025","6","makasih unnes ️ https://t.co/2atwi5Tcdc","1938243345752723587","https://pbs.twimg.com/media/GuYGDC7aMAAO_22.jpg","","in","","0","17","0","https://x.com/undefined/status/1938243345752723587","1418433665650941954",
"1938266170194616706","Thu Jun 26 16:00:40 +0000 2025","3","maksudnya apa yy?? tolong ini korbannya ga ak ajaa beberapa yg ketolak unness dapet kyk gini. Ini data Unnes bocor kah gimana?? mana ngirim pdf lagi https://t.co/dMawS4cOjW","1938266170194616706","https://pbs.twimg.com/media/GuYaz2ZbEAM7X5L.jpg","","in","","0","7","0","https://x.com/undefined/status/1938266170194616706","1913245674445197313",
"1938183612484227181","Thu Jun 26 10:32:37 +0000 2025","34","Hmmm 680 ditolak tekkim unnes hmm ak naroh ukt sama ipi paling rendah sih Fix mandang ipi https://t.co/h6fZUQVvZw","1938183612484227181","https://pbs.twimg.com/media/GuXPuAhagAAkgnQ.jpg","","in","","0","10","0","https://x.com/undefined/status/1938183612484227181","1914809779652001792",
"1938251108964831474","Thu Jun 26 15:00:49 +0000 2025","19","alhamdulillah ya Allah thanks unnes sudah menerima aku apa adanya https://t.co/1jNKiuuDR8","1938251108964831474","https://pbs.twimg.com/media/GuYNG9MbEAUuXe_.jpg","","in","","0","26","0","https://x.com/undefined/status/1938251108964831474","1831957416256389120",
"1938163916917641448","Thu Jun 26 09:14:21 +0000 2025","10","web sm unnes masih error yh https://t.co/fLBPyWAqwo","1938163916917641448","https://pbs.twimg.com/media/GuW9z5NbEAAEcQt.jpg","","in","","0","0","0","https://x.com/undefined/status/1938163916917641448","1663172423569772545",
"1938248861774197113","Thu Jun 26 14:51:54 +0000 2025","6","alhamdulilah ya allah keterima SM unnes https://t.co/HD1mAMjDIg","1938248861774197113","https://pbs.twimg.com/media/GuYLEFnaYAA6dgB.jpg","","in","","1","4","0","https://x.com/undefined/status/1938248861774197113","1658989192213577733",
"1938236276089754085","Thu Jun 26 14:01:53 +0000 2025","10","alhamdulillah lolos mandiri unnes skor utbk pil 1 manajemen teman teman adakah yang sama? mari berteman... https://t.co/DcdPlqZLe3","1938236276089754085","https://pbs.twimg.com/media/GuX_nhjbYAAyl0D.jpg","","in","","0","12","0","https://x.com/undefined/status/1938236276089754085","1405493231568121864",
"1938055695229923397","Thu Jun 26 02:04:19 +0000 2025","2","[PP] SIOMAY BANDUNG PREMIUM UNNES Best of the best Siomay di Unnes 13.30-21.40 Available di Shopee Food/Grabfood (SIOMAY BANDUNG PREMIUM) Sebrang Seblak Bageur (Gg.Pete) https://t.co/wKH52Uzs7V https://t.co/mUqqQmMl5e","1938055695229923397","https://pbs.twimg.com/media/GuVbUgZbIAAC-xL.jpg","","en","","0","0","1","https://x.com/undefined/status/1938055695229923397","2642629536",
"1938229142316515825","Thu Jun 26 13:33:32 +0000 2025","5","30 menit kelinci-unnes kalo lagi ngerasa capek selalu inget karena aku bekerja bisa punya uang bisa makan enak bisa beli barang wishlist yang dulu cuma sekedar angan kok beli beli makan aja susah bisa nyiapkan pernikahan sama uli; jadi ngerasa terbayarkan capeknya.","1938229142316515825","","","in","","0","0","0","https://x.com/undefined/status/1938229142316515825","1015950049417691137",
"1938154523027247465","Thu Jun 26 08:37:02 +0000 2025","3","naon unnes teh https://t.co/hTZsiJFiml","1938154523027247465","https://pbs.twimg.com/media/GuW1RD7bAAAgw7G.jpg","","tl","","0","5","0","https://x.com/undefined/status/1938154523027247465","1492880201503899648",
"1938211327127982262","Thu Jun 26 12:22:45 +0000 2025","22","ya Allah unnes makasi udh nerima aku setelah 4x ditolak ptn https://t.co/MzIvpWblpm","1938211327127982262","https://pbs.twimg.com/media/GuXo7TbaYAEO-9I.jpg","","in","","0","12","0","https://x.com/undefined/status/1938211327127982262","1413885789566472193",
"1938185200992981453","Thu Jun 26 10:38:56 +0000 2025","5","tysm unnes lov u udh nerima aku ke 2x nya https://t.co/ZY3DVAx1A7","1938185200992981453","https://pbs.twimg.com/media/GuXRKb9bEAEA97i.jpg","","in","","0","12","0","https://x.com/undefined/status/1938185200992981453","1738889278514757632",
"1938291643050037289","Thu Jun 26 17:41:54 +0000 2025","6","alhamdulillah ya allah terima kasih unnes https://t.co/Rt7D0R7EuV","1938291643050037289","https://pbs.twimg.com/media/GuYx-XMbEAMWptR.jpg","","in","","0","11","0","https://x.com/undefined/status/1938291643050037289","1682458911264354304",
"1938274084137431352","Thu Jun 26 16:32:07 +0000 2025","0","yh terima kasih ucapaj selamat pertama kali setelah ketolak 5x. TAPI DATANYA UNNES BOCOR KAH kok plek ketiplek sm jurusan yg ak mau https://t.co/XYlgybpFRI","1938274084137431352","https://pbs.twimg.com/media/GuYh1F9bMAAOvVH.jpg","","in","","1","10","1","https://x.com/undefined/status/1938274084137431352","1175246293721079809",
"1938262989611929796","Thu Jun 26 15:48:02 +0000 2025","1","Terima kasih juga unnes dan unsoed https://t.co/cRpho5QhW3","1938262989611929796","https://pbs.twimg.com/media/GuYX6d2bUAE7YSg.jpg","","in","","0","2","0","https://x.com/undefined/status/1938262989611929796","1531476366461239296",
"1938204820772626876","Thu Jun 26 11:56:54 +0000 2025","2","ada yang masih beginiii gak web unnes nyaaa??? takut bgt ketinggalan sendiri https://t.co/x8UdyFNdc7","1938204820772626876","https://pbs.twimg.com/media/GuXjA1ibEAI4X6O.jpg","","in","","0","6","0","https://x.com/undefined/status/1938204820772626876","1811234883903352832",
"1938254086606082268","Thu Jun 26 15:19:44 +0000 2025","8","Terima kasih unnes unsoed️ https://t.co/3h7kWWZs5S","1938255866937152000","https://pbs.twimg.com/media/GuYRb3rbEAMURCV.jpg","kaheeyoum","in","","0","4","0","https://x.com/undefined/status/1938255866937152000","1544207470943698944",
"1938186270364311849","Thu Jun 26 10:43:11 +0000 2025","29","unnes terimakasih setelah penolakan dari beberapa univ ternyata kamu yang terima cintaku https://t.co/UI4anB8g3u","1938186270364311849","https://pbs.twimg.com/media/GuXSIzIbEAAXqbv.jpg","","in","","0","10","1","https://x.com/undefined/status/1938186270364311849","1385624185632739330",
"1938218995892781139","Thu Jun 26 12:53:13 +0000 2025","5","akhirnya dapet selamat makasih nes unnes https://t.co/pdfdSVGRtc","1938218995892781139","https://pbs.twimg.com/media/GuXv57iagAAbAXG.jpg","","in","","0","8","0","https://x.com/undefined/status/1938218995892781139","1278544117484544001",
"1938187648008655013","Thu Jun 26 10:48:39 +0000 2025","69","Alhamdulillah... Terimakasih unnes sudah mau menerima saya di pilihan pertama. https://t.co/c9FZDIvZHF","1938187648008655013","https://pbs.twimg.com/media/GuXTZMda8AAgQro.jpg","","in","","0","46","0","https://x.com/undefined/status/1938187648008655013","1247498969933950976",
"1938236185232740658","Thu Jun 26 14:01:31 +0000 2025","5","wkwkw ada yg keterima ilpol di 530 skor ku 563 tp ketolak wkwk beneran mandang ipi ya unnes wkwk https://t.co/9s732Zzq9j","1938236185232740658","https://pbs.twimg.com/media/GuX_iDnaQAAFeak.jpg","","in","","0","0","0","https://x.com/undefined/status/1938236185232740658","1903416029277204480",
"1938207896527069652","Thu Jun 26 12:09:07 +0000 2025","8","infokan teman unnes fbs guis or manapun https://t.co/N4GyvJbgGP","1938207896527069652","https://pbs.twimg.com/media/GuXlzlubEAUpNdE.jpg","","in","","0","9","0","https://x.com/undefined/status/1938207896527069652","1385285280039456770",
"1938196382806163591","Thu Jun 26 11:23:22 +0000 2025","282","day 1 keterima PTN Alhamdulillah makasi unnes https://t.co/FwytEVvyeK","1938196382806163591","https://pbs.twimg.com/media/GuXbVtCacAAIfcN.jpg","","in","","0","33","1","https://x.com/undefined/status/1938196382806163591","1344222789176160256",
"1938277343732371660","Thu Jun 26 16:45:04 +0000 2025","16","mksih unnes (sama sama jakun) https://t.co/JKd8OAFphW","1938277343732371660","https://pbs.twimg.com/media/GuYk-H7bEAMNMbJ.jpg","","in","","0","20","1","https://x.com/undefined/status/1938277343732371660","1802302133842362368",
"1938191872599724043","Thu Jun 26 11:05:26 +0000 2025","12","GUYSSS ada yang lolos sm-skor utbk unnes ekonomi pembangunan?? mau cari temen https://t.co/XLWZMsRACY","1938191872599724043","https://pbs.twimg.com/media/GuXXPKSbMAALA10.jpg","","in","","0","17","0","https://x.com/undefined/status/1938191872599724043","1903422955960631296",
"1938095217389015126","Thu Jun 26 04:41:22 +0000 2025","1","FOR SALE !!! ASUS TUF GAMING FX505DD. Rp 6.500.000 (NEGO) Spesifikasi dan kondisi seperti digambar. Real pic. Minat? langsung kontak nomor tertera digambar saja #juallaptop #juallaptopsemarang #laptopsemarang #jualcepat #zonauang #undip #unnes #udinus #usm #unika #Semarang","1938095217389015126","","","in","","0","0","3","https://x.com/undefined/status/1938095217389015126","239270343",
"1938209879778631836","Thu Jun 26 12:17:00 +0000 2025","5","siap menjadi maba unnes sasing'25. makasih ga stecu https://t.co/djVEbeM78q","1938209879778631836","https://pbs.twimg.com/media/GuXnnGebEAEea5w.jpg","","in","","0","7","0","https://x.com/undefined/status/1938209879778631836","1881338991997554688",
"1938201627263164505","Thu Jun 26 11:44:12 +0000 2025","8","Masih gbs buka sm unnes https://t.co/PjSDR2KevV","1938201627263164505","https://pbs.twimg.com/media/GuXgGk-bEAIwVxv.jpg","","in","","0","7","0","https://x.com/undefined/status/1938201627263164505","1682813412273967104",
"1938230632410452345","Thu Jun 26 13:39:28 +0000 2025","6","oh jadi gini ya rasanya keterima ptn terima kasih unnes https://t.co/9W0kI2Sfb2","1938230632410452345","https://pbs.twimg.com/media/GuX6eUkbEAQR_je.jpg","","in","","0","3","0","https://x.com/undefined/status/1938230632410452345","1603978187880378368",
"1938184938924478920","Thu Jun 26 10:37:53 +0000 2025","2","makasi jg unnes ️ https://t.co/Sch0IRf2ft","1938184938924478920","https://pbs.twimg.com/media/GuXQ7TcaEAAnbVV.jpg","","in","","0","2","0","https://x.com/undefined/status/1938184938924478920","1407000263546736645",
"1938301421809811684","Thu Jun 26 18:20:45 +0000 2025","1","Thankyou unnes bye bye infor https://t.co/NQYyLkjSjg","1938301421809811684","https://pbs.twimg.com/media/GuY63oia0AAF0Zh.jpg","","en","","0","2","0","https://x.com/undefined/status/1938301421809811684","1336673983937179649",
"1938157258875277567","Thu Jun 26 08:47:54 +0000 2025","5","ni web unnes napa dahh pdhl dh gua tinggal berak","1938157258875277567","","","in","","0","4","0","https://x.com/undefined/status/1938157258875277567","1928727100091236352",
"1938273222127939985","Thu Jun 26 16:28:42 +0000 2025","3","WOY AKU LOLOS UNNES CAMABA UNNES AYO MUTUALAN~ btw ini uktnya bisa aju banding gak ya tiba tiba mentok kanan gini https://t.co/M7ay9foMoW","1938273222127939985","https://pbs.twimg.com/media/GuYhN7TbEAA3N-e.jpg","","in","","0","8","0","https://x.com/undefined/status/1938273222127939985","1391769624300199937",
"1938222632710901968","Thu Jun 26 13:07:40 +0000 2025","10","haloo apakah ada yang blum bisa buka pengumuman sm utbk unnes ?? soalnya aku dari tadi blum bisa.. ","1938222632710901968","","","in","","0","12","0","https://x.com/undefined/status/1938222632710901968","1915592227075874818",
"1938198389742883039","Thu Jun 26 11:31:20 +0000 2025","14","mantengin x pengumuman sm unnes orang orang soalnya punya aku blm bisa dibuka masi erorr","1938198389742883039","","","in","","0","3","0","https://x.com/undefined/status/1938198389742883039","1928859763011629057",
"1938230905170256316","Thu Jun 26 13:40:33 +0000 2025","23","Ciee Resmi jadi bagian dari camaba unnes 2025‼️ Selamat kepada kamu yang lolos Jalur Mandiri UTBK Gelombang 1! Jangan lupa konfirmasi yaa #Mabaunnes2025 #SMSKORUTBK #UNNES #MANDIRIUNNES https://t.co/vdltLrsYrC","1938230905170256316","https://pbs.twimg.com/media/GuX6u6DbAAAdbNP.jpg","","in","","0","5","1","https://x.com/undefined/status/1938230905170256316","1755399142392918016",
"1938164349702685101","Thu Jun 26 09:16:04 +0000 2025","4","bismillah ya Allah pengumuman sm unnes","1938164349702685101","","","in","","0","1","0","https://x.com/undefined/status/1938164349702685101","1286942178954973184",
"1938284422895440278","Thu Jun 26 17:13:12 +0000 2025","3","y mks unnes","1938284422895440278","","","en","","0","0","0","https://x.com/undefined/status/1938284422895440278","1268490517215506433",
