"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1900181372213268533","Thu Mar 13 13:45:17 +0000 2025","0","Info dong kak aku lagi cari snack buat sempro tapi yang bisa diambil pagi terus yang aman sampai buka nanti. Boleh komen ya kak yang area unnes aja kak kalau bisa makasih -ness","1900181372213268533","","","in","CARA KIRIM MENFESS :","0","4","0","https://x.com/unicelounge/status/1900181372213268533","2642629536","unicelounge"
"1900192697094197454","Thu Mar 13 14:30:17 +0000 2025","2","-ness need anjem buat besok pagi jam set 10 dr poncol ke unnes dong sertakan fee ya","1900192697094197454","","","in","CARA KIRIM MENFESS :","0","30","0","https://x.com/unicelounge/status/1900192697094197454","2642629536","unicelounge"
"1900082622694355091","Thu Mar 13 07:12:53 +0000 2025","0","Halo sobat Tekkim Ada pemberitahuan nih untuk Mahasiswa Teknik Kimia UNNES mengenai Kalender Akademik dan Kemahasiswaan Tahun Akademik 2025/2026 https://t.co/3THX9oURQW","1900082622694355091","https://pbs.twimg.com/media/Gl5zEyEbYAMDhFP.jpg","","in","","0","1","0","https://x.com/hmptk_unnes/status/1900082622694355091","2379376706","hmptk_unnes"
"1900295411652583691","Thu Mar 13 21:18:26 +0000 2025","1","info tempat foto buat ijazah deket unnes dong guysss ","1900295411652583691","","","in","","0","1","0","https://x.com/lath9999/status/1900295411652583691","1807372175462256640","lath9999"
"1900156631343915238","Thu Mar 13 12:06:58 +0000 2025","0","dulu pas keterima unnes nangis bgt... karna kayak ALHAMDULILLAH AKU ENGGA GAPYEAR..","1900156631343915238","","","in","","0","0","0","https://x.com/velveskiess/status/1900156631343915238","1869082305744322560","velveskiess"
"1900232927008432540","Thu Mar 13 17:59:26 +0000 2025","1","@unicelounge Barangkali mau srimping saus padang kaa 10k free anter area unnes https://t.co/woY0uo4I75","1900245331469828271","https://pbs.twimg.com/media/Gl8HDspbYAIulDp.jpg","unicelounge","in","","0","1","0","https://x.com/kurkhai/status/1900245331469828271","1614916266648797185","kurkhai"
"1900158698548248606","Thu Mar 13 12:15:11 +0000 2025","1","sch! aman gak ya buat pilihan utbk 1. psikolog uns 2. psikolog unnes 3. administrasi uny 4. administrasi uns boleh minta sarannya? ","1900158698548248606","","","in","Kirim Menfess 👇🏻","0","1","0","https://x.com/schfess/status/1900158698548248606","1201673806156161025","schfess"
"1900053012237697274","Thu Mar 13 07:34:50 +0000 2025","1","@unicelounge kizuna no doubt kalau sekitar Unnes https://t.co/fBIZ5uMgUN","1900088143581503778","https://pbs.twimg.com/tweet_video_thumb/Gl54FakbEAA5-wb.jpg","unicelounge","lt","","0","0","0","https://x.com/DeliaS_12/status/1900088143581503778","1793480906533171200","DeliaS_12"
"1900001623750914292","Thu Mar 13 01:51:02 +0000 2025","0","New Post: UNNES Perkuat Perannya dengan Tambahan Enam Profesor Baru https://t.co/7Q7EmCp7TF Warta Pendidikan Jogja - Universitas Negeri Semarang (UNNES) terus berkomitmen untuk meningkatkan kualitas pendidikan penelitian dan pengabdian masy https://t.co/GmWAbRXWPJ","1900001623750914292","https://pbs.twimg.com/media/Gl4paFUXAAAgN4-.jpg","","in","Jogjakarta","0","0","0","https://x.com/wartajogja_com/status/1900001623750914292","1768845184400515072","wartajogja_com"
"1900173817684676645","Thu Mar 13 13:31:22 +0000 2025","2","@unicelounge pantengin ig info loker mahasiswa unnes sering up part time","1900177871458488525","","unicelounge","in","","0","1","0","https://x.com/ppirotonqtonq/status/1900177871458488525","1795084597564518400","ppirotonqtonq"
"1900221472226107406","Thu Mar 13 16:24:38 +0000 2025","0","h-5 jadi maba unnes","1900221472226107406","","","et","","0","0","0","https://x.com/VielaaZlfa/status/1900221472226107406","1860328896098615296","VielaaZlfa"
"1900211705877323919","Thu Mar 13 15:45:49 +0000 2025","0","13 Maret Ready Kamar Transit &amp; Inap ","1900211705877323919","","","en","Jawa Tengah, Indonesia","0","0","0","https://x.com/dlanayakost/status/1900211705877323919","1762771088889831424","dlanayakost"
"1900056968213246184","Thu Mar 13 05:30:57 +0000 2025","1","OPEN PO NASI COKOT 7.000 Dengan isian ayam suwir yang gurih nasi pulen plus bumbu khas yang bikin susah berhenti makan! Cocok banget buat buka puasa Ready 19 Maret FREE ONGKIR area UNNES Cp: https://t.co/vPtlsF4bQ2 (zee) Siapa cepat dia dapat! https://t.co/8yxmdRlBGa","1900056968213246184","https://pbs.twimg.com/media/Gl5bs1ZbYAAjIHM.jpg","","in","central java ","1","0","0","https://x.com/tirptoe/status/1900056968213246184","774539866403135488","tirptoe"
"1900160924679627198","Thu Mar 13 12:24:02 +0000 2025","0","Mantap bu","1900160924679627198","","","in","Kota Semarang, Jawa Tengah","0","0","0","https://x.com/makelar_unnes/status/1900160924679627198","1582171586429612032","makelar_unnes"
"1900080381476606367","Thu Mar 13 14:36:56 +0000 2025","0","@llyncaca unnes bukan ya?","1900194368620994582","","llyncaca","in","","0","1","0","https://x.com/sanipantat/status/1900194368620994582","1891376792784764928","sanipantat"
"1900059134021820565","Thu Mar 13 05:39:33 +0000 2025","0","OPEN PO NASI COKOT 7.000 Dengan isian ayam suwir yang gurih nasi pulen plus bumbu khas yang bikin susah berhenti makan! Cocok banget buat buka puasa Ready 19 Maret FREE ONGKIR area UNNES Cp: https://t.co/vPtlsF4bQ2 (zee) Siapa cepat dia dapat! https://t.co/WiIaHIOaE0","1900059134021820565","https://pbs.twimg.com/media/Gl5dtnsaMAANdxQ.jpg","","in","central java ","0","0","0","https://x.com/tirptoe/status/1900059134021820565","774539866403135488","tirptoe"
"1900011210810286375","Thu Mar 13 02:29:07 +0000 2025","1","1 pertanyaan yg dominasi aku sekarang kenapa unnes gada tekpang?? (bertanya dengan nada lemas dan perasaan gelisah+++) ","1900011210810286375","","","in","","0","0","0","https://x.com/octovacious/status/1900011210810286375","1718835130503155712","octovacious"
"1900165036976247237","Thu Mar 13 15:02:36 +0000 2025","0","@unicelounge inii akun unnes?","1900200828436439341","","unicelounge","in","","0","0","0","https://x.com/amertatrue/status/1900200828436439341","1610293717193355265","amertatrue"
"1900084467491803136","Thu Mar 13 07:22:59 +0000 2025","0","@unicelounge Cek di ig plbb unnes biasanya update nder","1900085162530267486","","unicelounge","in","","0","0","0","https://x.com/aloharas28_/status/1900085162530267486","1494226231801237504","aloharas28_"
"1898624881610113226","Thu Mar 13 04:50:45 +0000 2025","0","@nobinochan @unicelounge Rizqi fotocopy kak deket basecamp Unnes","1900046853791740350","","nobinochan","in","","0","0","0","https://x.com/hy_sell/status/1900046853791740350","1239559719150186502","hy_sell"
"1900206548208521560","Thu Mar 13 21:55:32 +0000 2025","1","@unicelounge aku abis minum es kaya gini sama makan gorengan langsung radang :(( sehat sehat warga unnes","1900304748919877656","","unicelounge","in","","0","0","0","https://x.com/naiknaga_/status/1900304748919877656","1626427760406315008","naiknaga_"
"1900030478901797181","Thu Mar 13 03:45:41 +0000 2025","0","The results showed that Instagram positively and significantly influenced interest in learning photography. It also showed no gender disparity in influence of using Instagram as a supportive medium to enhance interest in learning. #research #visualarts https://t.co/eArpWfdIPb","1900030478901797181","","","en","Semarang, Indonesia","0","0","0","https://x.com/FBS_UNNES/status/1900030478901797181","453780447","FBS_UNNES"
"1900187674218025288","Thu Mar 13 14:12:21 +0000 2025","0","@unicelounge adaaa kok. emang mepet aja unnes kalau ngasih edaran.","1900188184476344740","","unicelounge","in","panda/caca.","0","0","0","https://x.com/strobetly/status/1900188184476344740","2508607728","strobetly"
"1900198976504127693","Thu Mar 13 14:56:28 +0000 2025","0","@unicelounge 25k yukk variooo","1900199286270550034","","unicelounge","in","","0","0","0","https://x.com/anjem_els/status/1900199286270550034","1255134216297144329","anjem_els"
"1900049829893726462","Thu Mar 13 05:02:35 +0000 2025","0","PERMISI READY LAGI ANJEM NO ANTRI. SEKITAR UNNES PONCOL/TAWANG - UNNES. BISA BANGET BUAT BOOKING ON WA 24JAM LANGSUNG HUBUNGI WA DI BAWA INI WA: https://t.co/lKfixQ7ATp Payment: Shopeepay: 083842133397 Dana: 083842133397 Bri: 1270 0100 9431 533","1900049829893726462","","","in","Unnes","0","0","0","https://x.com/AnjemMasAip/status/1900049829893726462","1598130346889216000","AnjemMasAip"
"1900150996690755682","Thu Mar 13 11:44:35 +0000 2025","12","Hy semarang pipol!! yg suka belajar sejarah esp ttg revolusi prancis LANGSUNG AJAA JOIN Sailed Back In Time by FPCI UNNES 🇫🇷 siap ter-CROISSANTIFIED Untuk regist nya bisa akses qr code di poster nya yahh https://t.co/YpcLjQQT1s","1900150996690755682","https://pbs.twimg.com/media/Gl6xQV_aoAAHquY.jpg","","in","","4","0","2","https://x.com/houdiebinne/status/1900150996690755682","1572330076750118912","houdiebinne"
"1900295793552351662","Thu Mar 13 21:28:20 +0000 2025","0","@rangdongs lilis unnes.","1900297901047505309","","rangdongs","en","belakang pager besi","0","1","0","https://x.com/adadasarnya/status/1900297901047505309","1867214492825968641","adadasarnya"
"1899787527696928800","Thu Mar 13 03:54:12 +0000 2025","1","@unicelounge readyy nih hasil nya cakep https://t.co/Cykgok8kq1","1900032620370743776","https://pbs.twimg.com/media/Gl5FmV_b0AAlBA3.jpg","unicelounge","in","","0","0","0","https://x.com/bibidabidu_/status/1900032620370743776","1695018406402306048","bibidabidu_"
"1899787527696928800","Thu Mar 13 03:54:48 +0000 2025","0","@unicelounge readyy ka mau liat hasil dm aja cakep semua https://t.co/zYsEvxvfNJ","1900032772556628115","https://pbs.twimg.com/media/Gl5FvKobcAAVGwU.jpg","unicelounge","in","","0","0","0","https://x.com/bibidabidu_/status/1900032772556628115","1695018406402306048","bibidabidu_"
"1900153678599795134","Thu Mar 13 12:32:05 +0000 2025","0","@unicelounge sini wa kaa https://t.co/ikrgFdUzyW","1900162950771675458","","unicelounge","tl","Jawa Tengah, Indonesia","0","0","0","https://x.com/dlanayakost/status/1900162950771675458","1762771088889831424","dlanayakost"
"1900031615394275416","Thu Mar 13 04:00:19 +0000 2025","2","@unicelounge Produk 100% original dari official store new semua ya Free antar sampai kost area UNNES! https://t.co/cKOru2rEzW","1900034159755878847","https://pbs.twimg.com/media/Gl5G_BKbYAU4jwF.jpg","unicelounge","in","","0","0","1","https://x.com/mphii_14/status/1900034159755878847","1488123486119686144","mphii_14"
"1899861738108924054","Thu Mar 13 01:39:12 +0000 2025","0","@unicelounge ini warmindo mana nder? kalo di sekitar unnes ada yg kayak gini boycott aja. ga jelas normalizing rape culture.","1899998649209532548","","unicelounge","in","","0","0","0","https://x.com/_sippedwine_/status/1899998649209532548","1883569287815917568","_sippedwine_"
"1868578096372142329","Thu Mar 13 02:50:04 +0000 2025","0","@YYNDMT @schfess halo kak boleh DM ngga buat tanya-tanya tentang jurusan ini dan kehidupan di Unnes gimana","1900016479690776607","","YYNDMT","in","","0","0","0","https://x.com/tiramissyou_o/status/1900016479690776607","1562018975596154881","tiramissyou_o"
"1900034135986475062","Thu Mar 13 04:01:23 +0000 2025","0","@unicelounge Ready yaa kak mau tanya2 dulu jg boleh. Wa ada di bio yaa kak","1900034431181873244","","unicelounge","in","Universitas Negeri Semarang","0","0","0","https://x.com/fulll_senyummm/status/1900034431181873244","1107275047327006725","fulll_senyummm"
"1900093898929983501","Thu Mar 13 07:57:42 +0000 2025","0","wkwk egk tau tiba2 kepikiran aja karena aku emg sekupu kupu itu ga pernah ikut organisasi ikut sih organisasi daerah dan aku sendiri yg dari Undip kebanyakan dr Unnes UIN jd ga begitu deket ya dekt beberapa org aja.","1900093898929983501","","","in","Lampung, Indonesia","0","0","0","https://x.com/Alisanaddd1/status/1900093898929983501","1464468068944519169","Alisanaddd1"
"1900182649034899499","Thu Mar 13 15:30:58 +0000 2025","1","@unicelounge Hee di kos mana nder kos ku juga gg baru ","1900207970421793101","","unicelounge","in","","0","0","0","https://x.com/spicypotato__/status/1900207970421793101","1120723529295486976","spicypotato__"
"1898988687268200594","Thu Mar 13 01:43:17 +0000 2025","1","@aldinyakamuu anjir baru tau feb Unnes banjir ","1899999676956631184","","aldinyakamuu","in","yk","0","0","0","https://x.com/ceritadaricaha/status/1899999676956631184","1326125207774351361","ceritadaricaha"
"1899795423302427069","Thu Mar 13 12:01:32 +0000 2025","0","@isahotsytotsy Bissmillah semoga tanggal 18 Maret 2025 besok keterima lewat snbp 2025 di Statistika undip atau statistika dan sains data unnes aamiin aamiin ya rabbal alamin","1900155261274513636","","isahotsytotsy","in","INTP, MULFAND","0","0","0","https://x.com/moonshinyu_/status/1900155261274513636","1669554638553759746","moonshinyu_"
"1900242437970550984","Thu Mar 13 17:47:56 +0000 2025","1","Halo semua! Buat yang butuh anjem mobil untuk pulang/balik ke/dari Bandara Poncol Tawang dll menuju/setelah lebaran nanti bisa langsung book aja ke DM/WA di bio dari sekarang supaya kebagian jadwal yaa! #anjemsemarang #anjemundip #anjemunnes","1900242437970550984","","","in","","0","1","0","https://x.com/anjemsemarangan/status/1900242437970550984","1542716739250663427","anjemsemarangan"
"1900083735485415842","Thu Mar 13 07:17:19 +0000 2025","0","pl tas sepatu pakaian perabotan kos area unnes. Ready antar sampai depan kos detail dm","1900083735485415842","","","in","","0","1","0","https://x.com/voushyamouz/status/1900083735485415842","1674250642469302272","voushyamouz"
"1900242437970550984","Thu Mar 13 17:48:24 +0000 2025","0","Format order untuk cek availability (disarankan pakai format ini supaya kita bisa langsung kasih harganya dengan cepat yaa!) Nama: (boleh nama acc) Dari: Ke: Tanggal: Jam: (00.00-23.59)","1900242556556107846","","anjemsemarangan","in","","0","1","0","https://x.com/anjemsemarangan/status/1900242556556107846","1542716739250663427","anjemsemarangan"
"1900200994258170044","Thu Mar 13 15:03:15 +0000 2025","0","keknya emang keracunan makanan ini mah yaa Allah baru mau 3 taun di unnes udah keracunan makanan berkali-kali bgt","1900200994258170044","","","in","Bulan","0","0","0","https://x.com/ninutloh/status/1900200994258170044","1262034187160154114","ninutloh"
"1900141781481906489","Thu Mar 13 12:22:01 +0000 2025","0","@odebukanpuisi Unnes darurat sate emang","1900160418447843467","","odebukanpuisi","no","Jawa Tengah, Indonesia","0","0","0","https://x.com/garpusome44/status/1900160418447843467","1758467104767090688","garpusome44"
"1899992610971816219","Thu Mar 13 01:46:33 +0000 2025","0","@unicelounge Ready kak https://t.co/02BEDPTMES https://t.co/cMkiojKKt0","1900000497379270689","https://pbs.twimg.com/media/Gl4oYCaaIAAa-6D.jpg","unicelounge","en","Semarang, Jawa Tengah","0","0","0","https://x.com/unnesanjem/status/1900000497379270689","1764610507951222784","unnesanjem"
"1900114515779608966","Thu Mar 13 09:19:37 +0000 2025","0","gen ask shuttle bus nya unnes tuh selesai beroperasi jam berapa deh","1900114515779608966","","","in","","0","0","0","https://x.com/holobrew/status/1900114515779608966","1283973183440220161","holobrew"
"1900023983573287072","Thu Mar 13 03:19:53 +0000 2025","0","mutualku yang di UNNES di sekitar kalian kira-kira ada orang yang sekiranya berhak buat dapet zakat mal ngga ya? rencana aku mau bagiin zakat mal amanah dari kantor dalam waktu dekat ini tapi masih belum dapet data orang-orangnya.","1900023983573287072","","","in","","0","2","0","https://x.com/evestelline/status/1900023983573287072","1453334977681059846","evestelline"
"1900056768996118907","Thu Mar 13 05:38:08 +0000 2025","0","@unicelounge https://t.co/UITbwah6RD","1900058776914559120","","unicelounge","qme","","0","0","0","https://x.com/anjem_els/status/1900058776914559120","1255134216297144329","anjem_els"
